77.686833 		N		162.83362		W		75
68.038321 		S		128.49253		W		78
2.1715976 		N		31.448876		W		45
56.942676 		S		82.928296		W		75
84.309174 		S		155.29411		E		78
87.199057 		N		157.71871		W		75
24.857113 		S		96.56703 		W		71
70.559284 		N		88.616102		W		74
71.587741 		N		117.18079		E		78
66.926267 		S		68.500153		W		81
89.899965 		S		91.67967 		W		71
65.381729 		N		82.575749		W		76
62.733833 		S		171.63424		E		78
63.485145 		N		54.549785		E		80
40.732179 		S		129.28851		W		85
9.0026768 		N		175.31376		W		44
31.963803 		N		127.09204		E		70
47.150448 		S		85.501012		W		68
37.752191 		S		144.97615		E		82
46.269303 		N		140.60411		W		71
68.415717 		S		103.71464		W		75
68.275868 		S		107.56741		E		72
43.013868 		S		13.166641		E		77
25.41766  		N		53.365876		E		83
54.46469  		N		39.347493		W		80
21.680025 		N		48.160191		E		78
54.38047  		S		18.424642		W		74
58.722103 		N		113.95266		E		81
86.261967 		S		38.177753		W		81
34.463826 		S		178.96786		E		74
19.685136 		S		86.495326		E		77
46.39297  		N		10.355985		E		72
65.70338  		S		12.549313		W		83
5.1208778 		S		47.664754		E		50
66.150247 		N		56.938047		E		72
54.290804 		S		93.429216		E		78
5.6571441 		N		48.13173 		W		48
12.425261 		N		170.88983		E		75
14.099372 		N		16.128325		E		72
27.602803 		N		16.214395		W		70
6.6656859 		S		65.308059		E		47
88.298434 		N		96.359701		E		77
27.369505 		N		125.53638		E		74
47.99344  		N		142.66967		W		73
38.60281  		S		23.560444		W		70
31.565383 		N		178.6187 		E		77
49.47805  		N		134.27956		W		81
64.093248 		S		69.478127		E		71
42.571578 		N		110.3396 		E		75
13.722332 		N		174.61311		W		75
72.792158 		S		27.253653		E		75
5.1108381 		S		61.968858		E		46
73.92671  		S		82.914875		E		74
41.090555 		N		147.74065		W		77
68.608181 		N		67.32467 		E		74
44.014075 		S		94.498683		W		69
8.1667995 		N		146.95249		E		40
73.824159 		N		39.034501		W		80
74.227161 		N		132.03056		E		67
21.362991 		S		39.640027		E		75
59.089819 		S		38.935202		E		81
7.7273798 		N		55.492427		E		43
77.031631 		N		165.90882		W		75
82.634881 		S		4.0296071		E		77
46.390071 		N		61.535269		W		77
44.489586 		S		116.95434		E		70
75.604239 		S		54.885446		E		78
8.1048177 		N		117.53182		E		43
52.420761 		S		91.634909		E		69
69.161784 		S		67.095399		E		79
77.411984 		S		89.104713		E		79
36.149598 		N		1.1483217		E		83
72.088679 		S		62.925673		E		71
10.007361 		S		124.21206		E		72
53.312749 		N		63.536419		W		79
77.237741 		S		35.61581 		E		83
73.392847 		N		73.378222		W		78
4.9327244 		N		8.4638453		W		42
38.869438 		N		119.02791		W		73
87.146436 		S		31.276479		E		79
23.404345 		S		88.85976 		W		71
30.513674 		S		119.44082		E		79
78.330092 		S		146.56048		W		70
66.922114 		N		170.85882		W		79
51.046337 		S		130.81976		E		81
68.820474 		S		127.35551		W		72
37.419167 		N		105.36389		E		79
40.346325 		N		80.814301		W		72
2.3303882 		N		118.07765		E		50
10.578335 		N		1.2641844		E		78
21.460653 		N		114.76121		W		74
52.650888 		S		146.45352		W		79
37.492982 		S		112.16175		E		71
40.461209 		S		96.397323		E		73
46.019407 		S		46.730986		E		72
88.892257 		N		63.426925		W		84
32.115552 		N		129.69229		E		77
67.01779  		N		123.52923		E		75
65.208508 		S		29.60615 		E		73
76.646939 		S		118.41355		E		78
16.383273 		S		82.15977 		E		78
67.87722  		S		12.601815		W		80
24.131864 		N		131.35961		W		71
71.717458 		N		5.226225 		W		76
8.9520116 		N		168.08953		W		39
34.562655 		N		91.404063		E		80
33.614397 		S		95.235792		W		83
15.973748 		S		65.522298		E		83
2.1489915 		S		118.77759		E		49
82.62345  		N		123.38066		E		72
33.091529 		S		176.13964		W		77
57.842976 		N		81.75517 		W		78
25.396956 		S		83.117337		E		80
59.885002 		N		140.58998		W		79
73.522063 		S		56.324184		W		80
44.853837 		N		9.1131397		W		70
27.839713 		S		119.13952		E		82
73.234235 		N		177.25939		W		79
26.528665 		N		34.385019		E		73
75.487889 		N		79.581633		W		76
59.954088 		N		142.0355 		W		74
62.738543 		S		100.83709		W		67
29.994632 		S		166.83186		E		72
44.181369 		N		66.668523		W		75
87.62208  		N		175.00318		W		76
8.7206188 		N		76.532935		W		41
37.455877 		N		158.01037		W		79
8.3315109 		N		98.914634		E		48
86.703223 		S		127.52045		W		79
63.242672 		S		137.56651		W		76
61.163636 		N		154.42912		E		77
80.010314 		S		9.7648145		W		78
71.976424 		N		109.98884		W		73
27.708959 		S		131.77906		E		81
10.165049 		S		24.717214		W		83
43.378378 		N		146.82282		W		73
76.489442 		N		89.725936		W		81
73.912187 		S		55.024701		W		77
41.532509 		N		27.348703		E		82
47.05772  		S		120.14143		W		75
57.075156 		N		120.74348		W		78
5.2239551 		N		68.826605		W		47
0.4106246 		N		100.21712		W		47
76.534726 		S		14.551046		W		80
77.850293 		N		132.95869		W		74
50.971665 		N		168.3364 		E		69
46.552445 		N		71.862353		W		78
81.430692 		N		115.32824		W		77
48.152845 		S		37.648265		E		75
7.2936558 		S		10.702621		W		41
53.377603 		S		166.86767		E		72
53.724893 		N		104.69232		W		68
83.594364 		N		140.46989		W		79
72.742526 		N		60.64151 		E		78
41.20892  		N		67.347233		E		72
78.811541 		N		148.64872		W		70
40.22722  		N		62.849008		E		78
69.834977 		N		70.758648		W		75
50.562252 		S		64.407702		E		72
25.942227 		N		112.36515		E		77
5.8902208 		N		88.936521		W		45
45.314154 		S		96.522085		W		75
15.030514 		N		76.888427		W		86
86.427895 		S		168.35541		W		78
25.379041 		N		104.46813		W		73
52.730693 		N		164.1855 		E		75
76.444247 		N		66.966362		W		69
30.917961 		N		94.884314		E		77
54.832003 		N		153.96178		W		76
84.922237 		S		69.935172		W		68
34.663721 		N		68.362948		W		81
65.932344 		N		117.83703		W		78
57.680432 		N		8.144672 		E		77
53.952601 		S		132.82264		W		75
26.016922 		S		139.26243		E		81
16.059275 		N		22.254589		E		73
34.512431 		N		133.47297		W		74
52.935032 		S		38.897884		W		73
54.820819 		S		134.90872		W		79
31.539914 		N		105.86669		E		71
0.22268075		S		40.825959		E		40
10.311377 		S		26.989148		E		75
39.911491 		S		35.139547		E		73
79.926837 		N		146.77829		W		80
64.160712 		S		129.95533		E		84
20.350203 		N		115.27595		E		75
63.340478 		N		127.98889		W		81
46.41776  		S		144.69401		W		82
66.313119 		S		76.753857		E		73
67.561491 		S		67.084272		W		80
68.057784 		N		157.80391		W		80
8.4249614 		S		136.7282 		W		40
35.831106 		N		95.117986		E		82
70.673606 		S		29.94241 		E		74
65.777103 		N		74.294066		W		70
66.120036 		S		132.98288		E		81
65.169343 		S		171.23707		W		81
39.613301 		N		97.423854		W		75
28.085335 		S		58.332064		W		79
36.087487 		S		54.891179		E		72
57.141146 		N		153.86552		E		71
74.7369   		N		138.0765 		E		71
35.615305 		S		164.46063		W		82
17.74452  		S		96.613772		E		74
43.559785 		N		75.457588		W		73
63.371269 		N		139.81396		W		70
5.3111706 		N		93.397602		W		43
19.687279 		N		122.03032		E		77
12.709759 		N		119.22083		E		68
72.454839 		N		38.991711		E		78
35.995098 		S		52.39659 		W		78
72.483005 		N		124.59693		W		80
59.093325 		N		54.204814		E		76
62.536931 		N		17.664792		E		77
39.982489 		N		41.034348		W		77
28.451786 		N		144.73978		E		71
4.8355032 		S		53.516373		W		39
46.150425 		N		88.351476		E		80
48.835501 		N		63.426757		E		82
8.8463119 		S		66.307129		W		39
36.315729 		S		75.104345		W		87
68.97021  		N		37.826297		E		69
58.097222 		N		28.714001		E		74
72.489022 		N		145.63515		E		79
24.661135 		S		37.25713 		E		67
85.309269 		S		154.85896		W		71
25.531474 		S		125.12312		W		85
48.575441 		S		62.991452		E		75
28.193261 		S		81.882331		E		76
39.870464 		N		174.55717		W		72
21.200405 		S		82.247822		E		79
54.113709 		N		164.46161		W		80
6.2281148 		N		59.495879		W		42
88.738238 		S		105.93483		E		74
17.747451 		S		1.4487055		E		84
32.395723 		N		29.439985		W		81
45.321502 		N		58.84102 		E		75
44.343487 		N		95.267954		W		74
67.740366 		S		31.572854		W		67
51.675157 		S		55.222276		W		77
72.347034 		S		172.50437		W		78
86.758614 		S		120.90399		W		70
38.46585  		N		59.410096		W		75
59.334669 		N		113.34979		E		82
