Numero di misure: 342

Misura #1
	Coord (x, y, z): (0.39729, 0.434893, 0.808102)
	Energia Cinetica: 35.7305
	Massa: 0
Misura #45
	Istante della misura: 145
	Coord (x, y, z): (0.419439, 0.875414, 0.240253)
	Energia Cinetica: 43.5596
	Massa: 0
Misura #46
	Istante della misura: 76
	Coord (x, y, z): (0.957513, 0.129217, 0.257821)
	Energia Cinetica: 31.466
	Massa: 0
Misura #47
	Istante della misura: 337
	Coord (x, y, z): (0.218985, 0.469612, 0.855284)
	Energia Cinetica: 29.6867
	Massa: 0
Misura #48
	Istante della misura: 206
	Coord (x, y, z): (0.819401, 0.101733, 0.564121)
	Energia Cinetica: 28.1942
	Massa: 0
Misura #49
	Istante della misura: 175
	Coord (x, y, z): (0.259013, 0.729843, 0.632647)
	Energia Cinetica: 41.1793
	Massa: 0
Misura #50
	Istante della misura: 320
	Coord (x, y, z): (0.474768, 0.279097, 0.834686)
	Energia Cinetica: 39.1566
	Massa: 0
Misura #51
	Istante della misura: 100
	Coord (x, y, z): (0.355905, 0.746856, 0.561728)
	Energia Cinetica: 37.1378
	Massa: 0
Misura #52
	Istante della misura: 64
	Coord (x, y, z): (0.829668, 0.556871, 0.0393085)
	Energia Cinetica: 29.0006
	Massa: 0
Misura #53
	Istante della misura: 68
	Coord (x, y, z): (0.202403, 0.179315, 0.962746)
	Energia Cinetica: 40.0722
	Massa: 0
Misura #54
	Istante della misura: 126
	Coord (x, y, z): (0.630335, 0.419828, 0.65301)
	Energia Cinetica: 43.6188
	Massa: 0
Misura #55
	Istante della misura: 296
	Coord (x, y, z): (0.364851, 0.0964691, 0.926055)
	Energia Cinetica: 31.8723
	Massa: 0
Misura #56
	Istante della misura: 60
	Coord (x, y, z): (0.496737, 0.835802, 0.233852)
	Energia Cinetica: 32.4988
	Massa: 0
Misura #57
	Istante della misura: 246
	Coord (x, y, z): (0.737467, 0.0193835, 0.675105)
	Energia Cinetica: 30.8706
	Massa: 0
Misura #58
	Istante della misura: 140
	Coord (x, y, z): (0.81932, 0.0242836, 0.572821)
	Energia Cinetica: 40.8151
	Massa: 0
Misura #59
	Istante della misura: 120
	Coord (x, y, z): (0.318233, 0.933931, 0.162791)
	Energia Cinetica: 34.5567
	Massa: 0
Misura #60
	Istante della misura: 312
	Coord (x, y, z): (0.775718, 0.447035, 0.445445)
	Energia Cinetica: 39.4073
	Massa: 0
Misura #61
	Istante della misura: 116
	Coord (x, y, z): (0.336295, 0.460842, 0.821298)
	Energia Cinetica: 37.5845
	Massa: 0
Misura #62
	Istante della misura: 21
	Coord (x, y, z): (0.721979, 0.619543, 0.30808)
	Energia Cinetica: 39.5147
	Massa: 0
Misura #63
	Istante della misura: 122
	Coord (x, y, z): (0.137751, 0.79556, 0.590008)
	Energia Cinetica: 34.1574
	Massa: 0
Misura #64
	Istante della misura: 162
	Coord (x, y, z): (0.0368731, 0.838965, 0.542935)
	Energia Cinetica: 26.7198
	Massa: 0
Misura #65
	Istante della misura: 137
	Coord (x, y, z): (0.743329, 0.227161, 0.629175)
	Energia Cinetica: 34.5301
	Massa: 0
Misura #66
	Istante della misura: 49
	Coord (x, y, z): (0.548419, 0.736702, 0.395609)
	Energia Cinetica: 33.1992
	Massa: 0
Misura #67
	Istante della misura: 141
	Coord (x, y, z): (0.207005, 0.41464, 0.886128)
	Energia Cinetica: 32.5981
	Massa: 0
Misura #68
	Istante della misura: 156
	Coord (x, y, z): (0.725838, 0.687174, 0.0308308)
	Energia Cinetica: 45.5913
	Massa: 0
Misura #69
	Istante della misura: 78
	Coord (x, y, z): (0.631215, 0.372371, 0.680372)
	Energia Cinetica: 42.0629
	Massa: 0
Misura #70
	Istante della misura: 232
	Coord (x, y, z): (0.423171, 0.758965, 0.494872)
	Energia Cinetica: 33.6889
	Massa: 0
Misura #71
	Istante della misura: 22
	Coord (x, y, z): (0.686666, 0.681127, 0.254078)
	Energia Cinetica: 41.2795
	Massa: 0
Misura #72
	Istante della misura: 275
	Coord (x, y, z): (0.684745, 0.41783, 0.597112)
	Energia Cinetica: 24.6984
	Massa: 0
Misura #73
	Istante della misura: 136
	Coord (x, y, z): (0.161527, 0.909289, 0.38354)
	Energia Cinetica: 34.4133
	Massa: 0
Misura #74
	Istante della misura: 66
	Coord (x, y, z): (0.22515, 0.513966, 0.827736)
	Energia Cinetica: 32.597
	Massa: 0
Misura #75
	Istante della misura: 233
	Coord (x, y, z): (0.66953, 0.690108, 0.274738)
	Energia Cinetica: 30.4893
	Massa: 0
Misura #76
	Istante della misura: 12
	Coord (x, y, z): (0.421361, 0.785307, 0.453594)
	Energia Cinetica: 37.2587
	Massa: 0
Misura #77
	Istante della misura: 283
	Coord (x, y, z): (0.68088, 0.656589, 0.324489)
	Energia Cinetica: 22.297
	Massa: 0
Misura #78
	Istante della misura: 135
	Coord (x, y, z): (0.362835, 0.855632, 0.369112)
	Energia Cinetica: 45.527
	Massa: 0
Misura #79
	Istante della misura: 17
	Coord (x, y, z): (0.759049, 0.555066, 0.340215)
	Energia Cinetica: 36.2106
	Massa: 0
Misura #80
	Istante della misura: 241
	Coord (x, y, z): (0.295668, 0.202089, 0.93367)
	Energia Cinetica: 36.6043
	Massa: 0
Misura #81
	Istante della misura: 103
	Coord (x, y, z): (0.380954, 0.496708, 0.779843)
	Energia Cinetica: 35.1809
	Massa: 0
Misura #82
	Istante della misura: 271
	Coord (x, y, z): (0.784884, 0.500652, 0.365109)
	Energia Cinetica: 40.7478
	Massa: 0
Misura #83
	Istante della misura: 250
	Coord (x, y, z): (0.621834, 0.371881, 0.689222)
	Energia Cinetica: 41.2688
	Massa: 0
Misura #84
	Istante della misura: 89
	Coord (x, y, z): (0.378367, 0.0352894, 0.924983)
	Energia Cinetica: 38.4944
	Massa: 0
Misura #85
	Istante della misura: 240
	Coord (x, y, z): (0.362109, 0.757629, 0.543024)
	Energia Cinetica: 38.2561
	Massa: 0
Misura #86
	Istante della misura: 170
	Coord (x, y, z): (0.95564, 0.113333, 0.271861)
	Energia Cinetica: 27.784
	Massa: 0
Misura #87
	Istante della misura: 306
	Coord (x, y, z): (0.106574, 0.993906, 0.0281685)
	Energia Cinetica: 33.938
	Massa: 0
Misura #88
	Istante della misura: 101
	Coord (x, y, z): (0.880509, 0.181352, 0.437967)
	Energia Cinetica: 32.8752
	Massa: 0
Misura #89
	Istante della misura: 153
	Coord (x, y, z): (0.282654, 0.507205, 0.814156)
	Energia Cinetica: 40.4986
	Massa: 0
Misura #90
	Istante della misura: 341
	Coord (x, y, z): (0.701349, 0.189977, 0.687036)
	Energia Cinetica: 37.1047
	Massa: 0
Misura #91
	Istante della misura: 81
	Coord (x, y, z): (0.205844, 0.978536, 0.00972403)
	Energia Cinetica: 37.1116
	Massa: 0
Misura #92
	Istante della misura: 1
	Coord (x, y, z): (0.360459, 0.0910129, 0.928324)
	Energia Cinetica: 32.1782
	Massa: 0
Misura #93
	Istante della misura: 171
	Coord (x, y, z): (0.854364, 0.258347, 0.450909)
	Energia Cinetica: 42.7704
	Massa: 0
Misura #94
	Istante della misura: 8
	Coord (x, y, z): (0.993877, 0.102709, 0.0407416)
	Energia Cinetica: 19.6629
	Massa: 0
Misura #95
	Istante della misura: 237
	Coord (x, y, z): (0.684529, 0.648516, 0.332938)
	Energia Cinetica: 34.5184
	Massa: 0
Misura #96
	Istante della misura: 213
	Coord (x, y, z): (0.712691, 0.0410607, 0.700275)
	Energia Cinetica: 41.2683
	Massa: 0
Misura #97
	Istante della misura: 133
	Coord (x, y, z): (0.512862, 0.484763, 0.708504)
	Energia Cinetica: 29.9727
	Massa: 0
Misura #98
	Istante della misura: 264
	Coord (x, y, z): (0.26761, 0.705218, 0.656546)
	Energia Cinetica: 41.886
	Massa: 0
Misura #99
	Istante della misura: 307
	Coord (x, y, z): (0.295687, 0.750834, 0.590608)
	Energia Cinetica: 39.6726
	Massa: 0
Misura #100
	Istante della misura: 176
	Coord (x, y, z): (0.126879, 0.990937, 0.0441148)
	Energia Cinetica: 24.0586
	Massa: 0
Misura #101
	Istante della misura: 248
	Coord (x, y, z): (0.62102, 0.476348, 0.622436)
	Energia Cinetica: 38.1714
	Massa: 0
Misura #102
	Istante della misura: 221
	Coord (x, y, z): (0.715235, 0.628762, 0.305118)
	Energia Cinetica: 38.7945
	Massa: 0
Misura #103
	Istante della misura: 5
	Coord (x, y, z): (0.890365, 0.455019, 0.0144007)
	Energia Cinetica: 28.3405
	Massa: 0
Misura #104
	Istante della misura: 33
	Coord (x, y, z): (0.375191, 0.0559576, 0.925257)
	Energia Cinetica: 36.38
	Massa: 0
Misura #105
	Istante della misura: 321
	Coord (x, y, z): (0.679007, 0.688464, 0.254884)
	Energia Cinetica: 33.1009
	Massa: 0
Misura #106
	Istante della misura: 106
	Coord (x, y, z): (0.576429, 0.13453, 0.805997)
	Energia Cinetica: 44.4496
	Massa: 0
Misura #107
	Istante della misura: 34
	Coord (x, y, z): (0.709962, 0.293246, 0.640282)
	Energia Cinetica: 30.7572
	Massa: 0
Misura #108
	Istante della misura: 308
	Coord (x, y, z): (0.779623, 0.492252, 0.387139)
	Energia Cinetica: 38.8595
	Massa: 0
Misura #109
	Istante della misura: 97
	Coord (x, y, z): (0.726932, 0.287474, 0.623641)
	Energia Cinetica: 34.5572
	Massa: 0
Misura #110
	Istante della misura: 85
	Coord (x, y, z): (0.514206, 0.0975221, 0.852104)
	Energia Cinetica: 34.2266
	Massa: 0
Misura #111
	Istante della misura: 204
	Coord (x, y, z): (0.531657, 0.313284, 0.786889)
	Energia Cinetica: 39.1723
	Massa: 0
Misura #112
	Istante della misura: 210
	Coord (x, y, z): (0.633535, 0.186117, 0.750995)
	Energia Cinetica: 43.1846
	Massa: 0
Misura #113
	Istante della misura: 158
	Coord (x, y, z): (0.816169, 0.508512, 0.274378)
	Energia Cinetica: 38.3483
	Massa: 0
Misura #114
	Istante della misura: 45
	Coord (x, y, z): (0.375601, 0.375898, 0.847127)
	Energia Cinetica: 38.1132
	Massa: 0
Misura #115
	Istante della misura: 134
	Coord (x, y, z): (0.860681, 0.039211, 0.507632)
	Energia Cinetica: 45.4009
	Massa: 0
Misura #116
	Istante della misura: 220
	Coord (x, y, z): (0.382971, 0.701622, 0.600883)
	Energia Cinetica: 40.9212
	Massa: 0
Misura #117
	Istante della misura: 311
	Coord (x, y, z): (0.617521, 0.717496, 0.322284)
	Energia Cinetica: 30.6296
	Massa: 0
Misura #118
	Istante della misura: 236
	Coord (x, y, z): (0.448225, 0.643002, 0.621001)
	Energia Cinetica: 39.7039
	Massa: 0
Misura #119
	Istante della misura: 234
	Coord (x, y, z): (0.81101, 0.542852, 0.218115)
	Energia Cinetica: 36.8644
	Massa: 0
Misura #120
	Istante della misura: 108
	Coord (x, y, z): (0.394318, 0.878126, 0.270938)
	Energia Cinetica: 28.8245
	Massa: 0
Misura #121
	Istante della misura: 230
	Coord (x, y, z): (0.0647808, 0.596275, 0.800163)
	Energia Cinetica: 32.4841
	Massa: 0
Misura #122
	Istante della misura: 90
	Coord (x, y, z): (0.0377627, 0.420297, 0.906601)
	Energia Cinetica: 39.9209
	Massa: 0
Misura #123
	Istante della misura: 46
	Coord (x, y, z): (0.404225, 0.265825, 0.87518)
	Energia Cinetica: 38.7506
	Massa: 0
Misura #124
	Istante della misura: 269
	Coord (x, y, z): (0.00232853, 0.810229, 0.586108)
	Energia Cinetica: 42.7477
	Massa: 0
Misura #125
	Istante della misura: 331
	Coord (x, y, z): (0.993432, 0.109551, 0.0330528)
	Energia Cinetica: 37.0415
	Massa: 0
Misura #126
	Istante della misura: 226
	Coord (x, y, z): (0.660099, 0.557985, 0.502914)
	Energia Cinetica: 38.3046
	Massa: 0
Misura #127
	Istante della misura: 73
	Coord (x, y, z): (0.456583, 0.601516, 0.655523)
	Energia Cinetica: 43.4189
	Massa: 0
Misura #128
	Istante della misura: 334
	Coord (x, y, z): (0.878706, 0.163605, 0.448453)
	Energia Cinetica: 30.4012
	Massa: 0
Misura #129
	Istante della misura: 324
	Coord (x, y, z): (0.116959, 0.462849, 0.878687)
	Energia Cinetica: 42.9363
	Massa: 0
Misura #130
	Istante della misura: 142
	Coord (x, y, z): (0.950463, 0.202819, 0.235552)
	Energia Cinetica: 31.9413
	Massa: 0
Misura #131
	Istante della misura: 144
	Coord (x, y, z): (0.145777, 0.598019, 0.788113)
	Energia Cinetica: 36.9767
	Massa: 0
Misura #132
	Istante della misura: 29
	Coord (x, y, z): (0.88464, 0.194694, 0.423682)
	Energia Cinetica: 32.0663
	Massa: 0
Misura #133
	Istante della misura: 214
	Coord (x, y, z): (0.557942, 0.508894, 0.655537)
	Energia Cinetica: 33.8623
	Massa: 0
Misura #134
	Istante della misura: 278
	Coord (x, y, z): (0.108886, 0.152084, 0.982351)
	Energia Cinetica: 36.2461
	Massa: 0
Misura #135
	Istante della misura: 27
	Coord (x, y, z): (0.855104, 0.0365472, 0.517166)
	Energia Cinetica: 38.5739
	Massa: 0
Misura #136
	Istante della misura: 198
	Coord (x, y, z): (0.45361, 0.489251, 0.744897)
	Energia Cinetica: 40.9584
	Massa: 0
Misura #137
	Istante della misura: 299
	Coord (x, y, z): (0.574278, 0.421233, 0.701974)
	Energia Cinetica: 37.0519
	Massa: 0
Misura #138
	Istante della misura: 146
	Coord (x, y, z): (0.779127, 0.139921, 0.611051)
	Energia Cinetica: 35.6824
	Massa: 0
Misura #139
	Istante della misura: 164
	Coord (x, y, z): (0.0278323, 0.723123, 0.690158)
	Energia Cinetica: 30.5752
	Massa: 0
Misura #140
	Istante della misura: 173
	Coord (x, y, z): (0.677474, 0.260904, 0.687719)
	Energia Cinetica: 36.1476
	Massa: 0
Misura #141
	Istante della misura: 212
	Coord (x, y, z): (0.817558, 0.125218, 0.562066)
	Energia Cinetica: 28.3797
	Massa: 0
Misura #142
	Istante della misura: 218
	Coord (x, y, z): (0.198447, 0.629723, 0.751044)
	Energia Cinetica: 38.6474
	Massa: 0
Misura #143
	Istante della misura: 35
	Coord (x, y, z): (0.363405, 0.717375, 0.594399)
	Energia Cinetica: 33.2811
	Massa: 0
Misura #144
	Istante della misura: 260
	Coord (x, y, z): (0.893654, 0.298942, 0.334689)
	Energia Cinetica: 38.8445
	Massa: 0
Misura #145
	Istante della misura: 305
	Coord (x, y, z): (0.980654, 0.0461303, 0.190235)
	Energia Cinetica: 24.4144
	Massa: 0
Misura #146
	Istante della misura: 200
	Coord (x, y, z): (0.245171, 0.693237, 0.677727)
	Energia Cinetica: 37.9503
	Massa: 0
Misura #147
	Istante della misura: 199
	Coord (x, y, z): (0.586991, 0.535134, 0.607514)
	Energia Cinetica: 33.831
	Massa: 0
Misura #148
	Istante della misura: 44
	Coord (x, y, z): (0.526047, 0.803575, 0.278463)
	Energia Cinetica: 35.346
	Massa: 0
Misura #149
	Istante della misura: 168
	Coord (x, y, z): (0.0817863, 0.435222, 0.896601)
	Energia Cinetica: 32.1604
	Massa: 0
Misura #150
	Istante della misura: 129
	Coord (x, y, z): (0.727856, 0.57113, 0.37952)
	Energia Cinetica: 41.3601
	Massa: 0
Misura #151
	Istante della misura: 93
	Coord (x, y, z): (0.39927, 0.868391, 0.294075)
	Energia Cinetica: 36.372
	Massa: 0
Misura #152
	Istante della misura: 111
	Coord (x, y, z): (0.663492, 0.72964, 0.165542)
	Energia Cinetica: 36.2054
	Massa: 0
Misura #153
	Istante della misura: 216
	Coord (x, y, z): (0.828888, 0.550975, 0.0968032)
	Energia Cinetica: 43.3328
	Massa: 0
Misura #154
	Istante della misura: 338
	Coord (x, y, z): (0.487664, 0.258404, 0.833913)
	Energia Cinetica: 32.371
	Massa: 0
Misura #155
	Istante della misura: 18
	Coord (x, y, z): (0.463202, 0.762505, 0.451697)
	Energia Cinetica: 32.9064
	Massa: 0
Misura #156
	Istante della misura: 224
	Coord (x, y, z): (0.108295, 0.639327, 0.76127)
	Energia Cinetica: 36.4457
	Massa: 0
Misura #157
	Istante della misura: 79
	Coord (x, y, z): (0.19676, 0.777239, 0.597649)
	Energia Cinetica: 39.4598
	Massa: 0
Misura #158
	Istante della misura: 266
	Coord (x, y, z): (0.342089, 0.732475, 0.588606)
	Energia Cinetica: 29.7236
	Massa: 0
Misura #159
	Istante della misura: 71
	Coord (x, y, z): (0.616792, 0.204983, 0.759967)
	Energia Cinetica: 41.6379
	Massa: 0
Misura #160
	Istante della misura: 194
	Coord (x, y, z): (0.41142, 0.287105, 0.865046)
	Energia Cinetica: 36.2002
	Massa: 0
Misura #161
	Istante della misura: 286
	Coord (x, y, z): (0.837198, 0.431436, 0.336098)
	Energia Cinetica: 42.4096
	Massa: 0
Misura #162
	Istante della misura: 328
	Coord (x, y, z): (0.567112, 0.256156, 0.782795)
	Energia Cinetica: 33.648
	Massa: 0
Misura #163
	Istante della misura: 263
	Coord (x, y, z): (0.732751, 0.576062, 0.362255)
	Energia Cinetica: 39.0956
	Massa: 0
Misura #164
	Istante della misura: 160
	Coord (x, y, z): (0.694337, 0.556359, 0.456466)
	Energia Cinetica: 30.5073
	Massa: 0
Misura #165
	Istante della misura: 217
	Coord (x, y, z): (0.126452, 0.840644, 0.526618)
	Energia Cinetica: 35.9492
	Massa: 0
Misura #166
	Istante della misura: 161
	Coord (x, y, z): (0.076334, 0.295537, 0.952277)
	Energia Cinetica: 38.6865
	Massa: 0
Misura #167
	Istante della misura: 83
	Coord (x, y, z): (0.298771, 0.867712, 0.397256)
	Energia Cinetica: 42.097
	Massa: 0
Misura #168
	Istante della misura: 339
	Coord (x, y, z): (0.489435, 0.0791767, 0.868438)
	Energia Cinetica: 33.2025
	Massa: 0
Misura #169
	Istante della misura: 118
	Coord (x, y, z): (0.837821, 0.545848, 0.0102635)
	Energia Cinetica: 38.0897
	Massa: 0
Misura #170
	Istante della misura: 310
	Coord (x, y, z): (0.600096, 0.71099, 0.366578)
	Energia Cinetica: 32.4154
	Massa: 0
Misura #171
	Istante della misura: 319
	Coord (x, y, z): (0.723651, 0.499959, 0.475784)
	Energia Cinetica: 33.799
	Massa: 0
Misura #172
	Istante della misura: 110
	Coord (x, y, z): (0.0554771, 0.772485, 0.632605)
	Energia Cinetica: 35.6004
	Massa: 0
Misura #173
	Istante della misura: 336
	Coord (x, y, z): (0.87907, 0.450679, 0.155318)
	Energia Cinetica: 48.7485
	Massa: 0
Misura #174
	Istante della misura: 157
	Coord (x, y, z): (0.671659, 0.688351, 0.273946)
	Energia Cinetica: 33.0591
	Massa: 0
Misura #175
	Istante della misura: 152
	Coord (x, y, z): (0.761573, 0.446533, 0.469697)
	Energia Cinetica: 33.444
	Massa: 0
Misura #176
	Istante della misura: 16
	Coord (x, y, z): (0.213374, 0.515836, 0.829689)
	Energia Cinetica: 34.261
	Massa: 0
Misura #177
	Istante della misura: 75
	Coord (x, y, z): (0.750846, 0.0305596, 0.65977)
	Energia Cinetica: 32.5931
	Massa: 0
Misura #178
	Istante della misura: 109
	Coord (x, y, z): (0.400284, 0.607724, 0.685889)
	Energia Cinetica: 39.6034
	Massa: 0
Misura #179
	Istante della misura: 239
	Coord (x, y, z): (0.236398, 0.138362, 0.961755)
	Energia Cinetica: 39.9759
	Massa: 0
Misura #180
	Istante della misura: 219
	Coord (x, y, z): (0.528563, 0.292725, 0.796827)
	Energia Cinetica: 37.8043
	Massa: 0
Misura #181
	Istante della misura: 139
	Coord (x, y, z): (0.363042, 0.104522, 0.925892)
	Energia Cinetica: 34.3841
	Massa: 0
Misura #182
	Istante della misura: 4
	Coord (x, y, z): (0.270684, 0.864902, 0.422699)
	Energia Cinetica: 27.9237
	Massa: 0
Misura #183
	Istante della misura: 96
	Coord (x, y, z): (0.853318, 0.0426887, 0.519641)
	Energia Cinetica: 26.2514
	Massa: 0
Misura #184
	Istante della misura: 225
	Coord (x, y, z): (0.669403, 0.59492, 0.444938)
	Energia Cinetica: 33.3499
	Massa: 0
Misura #185
	Istante della misura: 61
	Coord (x, y, z): (0.717736, 0.502845, 0.481665)
	Energia Cinetica: 35.1473
	Massa: 0
Misura #186
	Istante della misura: 67
	Coord (x, y, z): (0.807317, 0.539446, 0.239243)
	Energia Cinetica: 40.0703
	Massa: 0
Misura #187
	Istante della misura: 270
	Coord (x, y, z): (0.881944, 0.116389, 0.456759)
	Energia Cinetica: 35.2096
	Massa: 0
Misura #188
	Istante della misura: 154
	Coord (x, y, z): (0.669067, 0.513857, 0.536935)
	Energia Cinetica: 34.8079
	Massa: 0
Misura #189
	Istante della misura: 191
	Coord (x, y, z): (0.676142, 0.0493784, 0.735115)
	Energia Cinetica: 42.4071
	Massa: 0
Misura #190
	Istante della misura: 261
	Coord (x, y, z): (0.0331593, 0.998978, 0.0307156)
	Energia Cinetica: 42.8763
	Massa: 0
Misura #191
	Istante della misura: 208
	Coord (x, y, z): (0.20078, 0.969981, 0.137205)
	Energia Cinetica: 43.103
	Massa: 0
Misura #192
	Istante della misura: 318
	Coord (x, y, z): (0.597496, 0.775309, 0.204681)
	Energia Cinetica: 33.2136
	Massa: 0
Misura #193
	Istante della misura: 40
	Coord (x, y, z): (0.596282, 0.721219, 0.352548)
	Energia Cinetica: 34.7198
	Massa: 0
Misura #194
	Istante della misura: 253
	Coord (x, y, z): (0.952092, 0.259041, 0.162536)
	Energia Cinetica: 40.5902
	Massa: 0
Misura #195
	Istante della misura: 13
	Coord (x, y, z): (0.628031, 0.776612, 0.0495138)
	Energia Cinetica: 34.512
	Massa: 0
Misura #196
	Istante della misura: 107
	Coord (x, y, z): (0.405093, 0.542438, 0.735976)
	Energia Cinetica: 32.7315
	Massa: 0
Misura #197
	Istante della misura: 259
